ANALYTE_ID	DOCUMENT_NUMBER	TEST_SYSTEM_ID	ANALYTE_NAME	DATE_EFFECTIVE
5	K921661	940	albumin	1999-07-19
5	K922072	575	albumin	1998-02-20
5	K922072	5321	albumin	1995-09-29
5	K922072	5322	albumin	1997-03-28
5	K922072	12271	albumin	2005-05-18
5	K923322	5389	albumin	1993-11-22
5	K926060	5558	albumin	1993-11-22
5	K930104	5590	albumin	1993-11-22
5	K930104	12918	albumin	2006-01-24
5	K932467	3854	albumin	1994-05-25
5	K932467	3855	albumin	1994-05-25
5	K941050	6024	albumin	1995-01-06
5	K941050	6025	albumin	1996-07-12
5	K941050	6026	albumin	1998-09-18
5	K942364	5813	albumin	1994-10-28
5	K942364	5814	albumin	1999-05-07
5	K942782	6209	albumin	1995-03-17
5	K942782	13341	albumin	2006-10-04
5	K942782	13787	albumin	2007-01-22
5	K942782	13982	albumin	2007-03-14
5	K942782	13983	albumin	2007-03-14
5	K942782	14993	albumin	2008-04-14
5	K942922	6214	albumin	1995-07-28
5	K943000	6215	albumin	1994-09-01
5	K943376	6309	albumin	1994-11-10
5	K943997	6351	albumin	1994-11-23
5	K944093	65	albumin	2003-10-23
5	K944093	116	albumin	1998-09-18
5	K944093	3581	albumin	1996-11-01
5	K944093	3582	albumin	1996-07-12
5	K944093	6353	albumin	1995-01-20
5	K944093	14426	albumin	2007-12-13
5	K945271	6477	albumin	1995-05-12
5	K945271	13632	albumin	2007-01-11
5	K946090	6538	albumin	1995-02-17
5	K946090	6539	albumin	1995-09-29
5	K946090	6540	albumin	1997-03-28
5	K946090	6541	albumin	1998-02-20
5	K950958	1837	albumin	1996-04-19
5	K950958	1838	albumin	1996-04-19
5	K950958	1841	albumin	1997-09-12
5	K950958	6615	albumin	1996-04-19
5	K951595	139	albumin	2002-04-05
5	K951595	140	albumin	1999-10-25
5	K951595	141	albumin	2000-12-29
5	K951595	244	albumin	1999-10-25
5	K951595	1004	albumin	1995-10-06
5	K953239	1021	albumin	1999-05-07
5	K953239	1096	albumin	2001-09-10
5	K953239	1249	albumin	2001-09-10
5	K953239	6811	albumin	1996-03-22
5	K955781	21528	albumin	2014-03-11
5	K955781	21531	albumin	2014-03-11
5	K955781	22116	albumin	2013-10-21
5	K961274	960	albumin	1997-02-14
5	K961274	2088	albumin	1997-02-14
5	K961274	15260	albumin	2008-07-17
5	K962294	4348	albumin	2004-03-31
5	K964409	7743	albumin	1997-01-31
5	K964695	787	albumin	1997-05-02
5	K965240	177	albumin	1998-04-10
5	K971445	17495	albumin	2011-07-22
5	K971491	7925	albumin	1997-09-26
5	K972409	1944	albumin	2002-01-03
5	K973628	2914	albumin	2003-02-10
5	K973628	2915	albumin	2003-02-10
5	K973628	3066	albumin	2003-02-10
5	K980041	890	albumin	1998-06-19
5	K980367	2285	albumin	2002-05-21
5	K980367	2285	albumin	2002-05-28
5	K980367	13591	albumin	2006-10-20
5	K980367	16203	albumin	2009-09-16
5	K980757	1023	albumin	1998-11-19
5	K981468	8312	albumin	1998-10-02
5	K981743	19121	albumin	2011-10-04
5	K981743	19122	albumin	2011-10-04
5	K981743	19123	albumin	2011-10-04
5	K981743	19124	albumin	2011-10-04
5	K981743	19125	albumin	2011-10-04
5	K981743	19126	albumin	2011-10-04
5	K981743	19127	albumin	2011-10-04
5	K981743	19128	albumin	2011-10-04
5	K981743	19129	albumin	2011-10-04
5	K981758	1824	albumin	1998-10-09
5	K990346	14344	albumin	2008-03-17
5	K990346	14345	albumin	2009-09-30
5	K990346	14346	albumin	2008-08-07
5	K990346	14779	albumin	2008-03-17
5	K991576	2736	albumin	2002-10-08
5	K993211	14665	albumin	2007-10-30
5	K993211	14684	albumin	2007-10-30
5	X000007	6	albumin	2002-10-03
5	X080028	15103	albumin	2008-05-15
5	X080028	15104	albumin	2008-05-15
5	X090068	15121	albumin	2009-06-03
5	X100039	16858	albumin	2010-11-22
5	X100039	17463	albumin	2010-11-22
5	X110038	18263	albumin	2011-12-19
5	X130033	22319	albumin	2014-01-28
12	CDC000006	6572	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
12	CDC000006	6573	Alanine aminotransferase (ALT) (SGPT)	1993-07-26
